Transaction_ID,Policy_ID,Program_ID,Treaty_ID,Transaction_Type,Transaction_Date,Premium_Amount
TXN005096,POL07048,PRG020,TRT037,Adjustment,2026-04-05,487200.53
TXN005097,POL08155,PRG007,TRT083,Renewal,2026-01-16,434209.06
TXN005098,POL03356,PRG009,TRT083,Renewal,2026-06-16,395879.79
TXN005099,POL02077,PRG021,TRT067,Renewal,2026-01-06,440485.59
TXN005100,POL04787,PRG016,TRT057,New Business,2026-03-29,114958.47
TXN005101,POL09250,PRG006,TRT030,New Business,2026-03-28,291339.39
TXN005102,POL02497,PRG002,TRT086,Adjustment,2026-07-01,489728.43
TXN005103,POL09754,PRG001,TRT097,Renewal,2026-07-29,301108.33
TXN005104,POL00025,PRG012,TRT076,Renewal,2026-06-27,382081.2
TXN005105,POL03297,PRG013,TRT067,New Business,2026-01-25,333141.77
TXN005106,POL00652,PRG009,TRT029,New Business,2026-04-27,179922.14
TXN005107,POL06036,PRG010,TRT073,Adjustment,2026-01-26,19503.17
TXN005108,POL00427,PRG024,TRT032,New Business,2026-01-11,79722.66
TXN005109,POL04423,PRG012,TRT085,New Business,2026-07-20,82317.08
TXN005110,POL09615,PRG008,TRT064,Adjustment,2026-01-06,46042.23
TXN005111,POL06526,PRG001,TRT009,Renewal,2026-04-13,340984.03
TXN005112,POL03588,PRG008,TRT032,Adjustment,2026-03-18,414281.94
TXN005113,POL04223,PRG003,TRT068,New Business,2026-02-10,496144.11
TXN005114,POL02812,PRG020,TRT048,Renewal,2026-04-23,454191.04
TXN005115,POL09690,PRG015,TRT053,Adjustment,2026-08-15,379508.19
TXN005116,POL05330,PRG003,TRT008,Renewal,2026-01-16,340775.05
TXN005117,POL08490,PRG021,TRT090,Renewal,2026-07-29,218711.53
TXN005118,POL01204,PRG014,TRT022,Renewal,2026-01-26,340067.53
TXN005119,POL02322,PRG020,TRT044,Renewal,2026-07-27,237460.9
TXN005120,POL03873,PRG005,TRT072,New Business,2026-06-30,355370.4
TXN005121,POL08882,PRG012,TRT056,Renewal,2026-08-04,264179.14
TXN005122,POL07408,PRG021,TRT013,Renewal,2026-08-12,153673.13
TXN005123,POL00989,PRG009,TRT078,New Business,2026-03-17,201540.27
TXN005124,POL04763,PRG022,TRT081,Adjustment,2026-07-17,37446.19
TXN005125,POL05298,PRG007,TRT052,New Business,2026-08-09,14812.74
TXN005126,POL07431,PRG012,TRT074,Renewal,2026-01-24,31885.19
TXN005127,POL00448,PRG002,TRT096,Renewal,2026-04-15,66139.54
TXN005128,POL08719,PRG015,TRT077,New Business,2026-03-28,430325.73
TXN005129,POL02809,PRG019,TRT095,New Business,2026-03-01,277832.44
TXN005130,POL03648,PRG014,TRT082,Renewal,2026-02-20,340500.74
TXN005131,POL04970,PRG007,TRT009,Adjustment,2026-06-30,74746.09
TXN005132,POL00045,PRG009,TRT037,Adjustment,2026-01-19,251503.24
TXN005133,POL01177,PRG024,TRT005,Adjustment,2026-03-02,387529.52
TXN005134,POL00180,PRG024,TRT080,Renewal,2026-08-01,62733.63
TXN005135,POL02648,PRG001,TRT020,New Business,2026-03-18,79061.88
TXN005136,POL01615,PRG012,TRT074,New Business,2026-03-23,61586.35
TXN005137,POL08112,PRG010,TRT090,Adjustment,2026-04-03,382512.47
TXN005138,POL08609,PRG011,TRT065,New Business,2026-05-17,129553.91
TXN005139,POL06159,PRG015,TRT095,Renewal,2026-03-13,496688.87
TXN005140,POL02390,PRG004,TRT075,Renewal,2026-07-19,147902.87
TXN005141,POL00173,PRG009,TRT058,Adjustment,2026-06-13,434943.43
TXN005142,POL01174,PRG012,TRT008,Adjustment,2026-05-22,211477.11
TXN005143,POL07865,PRG011,TRT087,Adjustment,2026-01-17,290024.55
TXN005144,POL06572,PRG021,TRT060,Renewal,2026-03-24,403208.15
TXN005145,POL06996,PRG024,TRT037,Adjustment,2026-05-13,151220.35
TXN005146,POL01684,PRG020,TRT062,Adjustment,2026-07-03,68675.92
TXN005147,POL09407,PRG025,TRT053,Renewal,2026-04-06,284191.38
TXN005148,POL02037,PRG020,TRT094,New Business,2026-08-08,53509.7
TXN005149,POL00773,PRG016,TRT021,Renewal,2026-04-18,230301.38
TXN005150,POL04291,PRG020,TRT058,New Business,2026-07-11,245563.88
TXN005151,POL01147,PRG003,TRT005,Adjustment,2026-07-29,225110.42
TXN005152,POL05758,PRG014,TRT082,Renewal,2026-06-22,29739.61
TXN005153,POL04767,PRG014,TRT081,Adjustment,2026-03-06,378783.92
TXN005154,POL06267,PRG023,TRT024,New Business,2026-07-18,115070.82
TXN005155,POL03698,PRG018,TRT086,New Business,2026-07-09,357470.89
TXN005156,POL06564,PRG019,TRT001,New Business,2026-05-05,119227.31
TXN005157,POL06015,PRG023,TRT039,New Business,2026-08-28,454722.61
TXN005158,POL06654,PRG009,TRT018,Adjustment,2026-03-27,39316.92
TXN005159,POL01869,PRG025,TRT058,Adjustment,2026-06-12,361483.59
TXN005160,POL05262,PRG025,TRT094,New Business,2026-05-01,72471.08
TXN005161,POL07799,PRG022,TRT004,Renewal,2026-04-24,100939.44
TXN005162,POL04660,PRG015,TRT083,Renewal,2026-06-19,90983.68
TXN005163,POL01004,PRG002,TRT038,Adjustment,2026-04-04,197577.82
TXN005164,POL03168,PRG024,TRT045,Renewal,2026-02-11,142144.53
TXN005165,POL03079,PRG015,TRT095,Renewal,2026-04-03,313014.64
TXN005166,POL00180,PRG024,TRT080,New Business,2026-05-05,302969.39
TXN005167,POL01642,PRG004,TRT045,Adjustment,2026-06-27,183831.71
TXN005168,POL03724,PRG009,TRT039,Adjustment,2026-04-05,114634.51
TXN005169,POL03374,PRG022,TRT082,Renewal,2026-04-15,106516.83
TXN005170,POL02373,PRG002,TRT038,Renewal,2026-01-01,349678.35
TXN005171,POL03592,PRG002,TRT067,Renewal,2026-08-12,263480.43
TXN005172,POL03095,PRG014,TRT019,New Business,2026-01-24,467023.95
TXN005173,POL08950,PRG022,TRT014,New Business,2026-06-29,186192.23
TXN005174,POL00620,PRG018,TRT048,New Business,2026-01-19,115637.51
TXN005175,POL02832,PRG011,TRT046,Renewal,2026-04-05,406767.44
TXN005176,POL01350,PRG025,TRT017,Adjustment,2026-06-05,345909.03
TXN005177,POL09348,PRG011,TRT083,Renewal,2026-02-10,133869.17
TXN005178,POL08992,PRG021,TRT002,Adjustment,2026-07-14,155689.61
TXN005179,POL08501,PRG004,TRT035,Renewal,2026-03-14,308027.8
TXN005180,POL03635,PRG018,TRT033,New Business,2026-05-30,59804.09
TXN005181,POL09891,PRG004,TRT074,Adjustment,2026-04-10,131331.21
TXN005182,POL06185,PRG002,TRT022,Adjustment,2026-03-15,352618.72
TXN005183,POL00928,PRG014,TRT098,Adjustment,2026-05-25,42465.01
TXN005184,POL09018,PRG014,TRT077,New Business,2026-04-07,428723.83
TXN005185,POL02558,PRG025,TRT049,New Business,2026-05-06,270303.5
TXN005186,POL01201,PRG015,TRT070,New Business,2026-06-18,81069.7
TXN005187,POL06520,PRG012,TRT047,Renewal,2026-02-24,244203.55
TXN005188,POL07242,PRG011,TRT009,Adjustment,2026-01-14,123087.71
TXN005189,POL00943,PRG009,TRT051,New Business,2026-01-26,259882.56
TXN005190,POL07362,PRG016,TRT004,Renewal,2026-08-16,363194.79
TXN005191,POL03360,PRG012,TRT016,Adjustment,2026-02-25,178555.1
TXN005192,POL02729,PRG022,TRT055,New Business,2026-08-02,250264.67
TXN005193,POL06405,PRG024,TRT085,Renewal,2026-04-10,112737.1
TXN005194,POL08316,PRG005,TRT091,Renewal,2026-05-24,151835.49
TXN005195,POL00407,PRG022,TRT070,Adjustment,2026-06-03,437275.17
TXN005196,POL06092,PRG014,TRT055,New Business,2026-04-26,437773.9
TXN005197,POL01800,PRG003,TRT006,Adjustment,2026-04-16,86195.15
TXN005198,POL09538,PRG019,TRT093,New Business,2026-08-04,294634.14
TXN005199,POL08420,PRG005,TRT008,Adjustment,2026-07-01,494091.01
TXN005200,POL01657,PRG014,TRT083,New Business,2026-06-09,397678.94
TXN005201,POL01135,PRG010,TRT001,New Business,2026-07-30,11978.42
TXN005202,POL07106,PRG005,TRT019,Renewal,2026-07-20,304911.3
TXN005203,POL09239,PRG025,TRT072,New Business,2026-04-10,301715.1
TXN005204,POL03159,PRG010,TRT084,New Business,2026-05-23,448224.67
TXN005205,POL00894,PRG015,TRT013,New Business,2026-07-02,306768.56
TXN005206,POL07848,PRG018,TRT081,New Business,2026-07-18,263183.16
TXN005207,POL02799,PRG009,TRT001,Adjustment,2026-04-02,411179.85
TXN005208,POL07648,PRG012,TRT085,Renewal,2026-02-23,388340.46
TXN005209,POL06414,PRG009,TRT046,New Business,2026-06-22,325178.73
TXN005210,POL02485,PRG021,TRT092,Adjustment,2026-01-28,177972.67
TXN005211,POL06184,PRG003,TRT012,Adjustment,2026-03-04,247186.09
TXN005212,POL07395,PRG010,TRT034,Renewal,2026-03-15,124121.67
TXN005213,POL01679,PRG022,TRT008,New Business,2026-05-05,242838.78
TXN005214,POL01856,PRG004,TRT059,Adjustment,2026-04-19,254078.42
TXN005215,POL03135,PRG007,TRT030,Adjustment,2026-07-22,395686.58
TXN005216,POL02199,PRG015,TRT004,New Business,2026-07-19,161982.44
TXN005217,POL09025,PRG024,TRT082,New Business,2026-05-23,218961.97
TXN005218,POL09483,PRG008,TRT084,New Business,2026-02-25,151082.57
TXN005219,POL05284,PRG015,TRT025,Adjustment,2026-08-03,56646.01
TXN005220,POL00089,PRG005,TRT030,Adjustment,2026-06-16,497357.01
TXN005221,POL03337,PRG012,TRT048,New Business,2026-01-17,105315.51
TXN005222,POL08902,PRG014,TRT008,New Business,2026-04-15,91827.08
TXN005223,POL09241,PRG012,TRT040,Adjustment,2026-07-15,345002.91
TXN005224,POL00010,PRG008,TRT018,New Business,2026-04-29,220215.23
TXN005225,POL02514,PRG015,TRT097,Renewal,2026-01-17,436447.61
TXN005226,POL07193,PRG020,TRT041,Renewal,2026-06-21,369909.57
TXN005227,POL08130,PRG023,TRT076,Renewal,2026-02-26,200692.06
TXN005228,POL01573,PRG019,TRT037,Adjustment,2026-02-01,218546.62
TXN005229,POL01106,PRG019,TRT096,Adjustment,2026-03-20,27024.74
TXN005230,POL01749,PRG023,TRT089,Adjustment,2026-04-12,350721.4
TXN005231,POL05431,PRG025,TRT025,Adjustment,2026-07-01,496894.13
TXN005232,POL08795,PRG008,TRT055,Adjustment,2026-04-18,85473.68
TXN005233,POL05305,PRG002,TRT029,Adjustment,2026-03-25,209671.76
TXN005234,POL03075,PRG018,TRT060,Renewal,2026-03-30,324641.06
TXN005235,POL09580,PRG022,TRT081,New Business,2026-05-21,348132.22
TXN005236,POL04798,PRG016,TRT035,Adjustment,2026-04-02,315409.82
TXN005237,POL04410,PRG015,TRT015,Adjustment,2026-03-12,159720.46
TXN005238,POL03393,PRG008,TRT095,Renewal,2026-05-21,326737.54
TXN005239,POL02151,PRG006,TRT073,New Business,2026-04-12,351385.41
TXN005240,POL03328,PRG018,TRT065,Renewal,2026-03-30,354637.87
TXN005241,POL07209,PRG021,TRT049,Adjustment,2026-02-06,396457.55
TXN005242,POL01718,PRG005,TRT063,Adjustment,2026-07-26,397596.78
TXN005243,POL02633,PRG001,TRT075,Adjustment,2026-01-13,43518.13
TXN005244,POL03853,PRG007,TRT086,Adjustment,2026-05-01,143681.58
TXN005245,POL03673,PRG022,TRT005,Renewal,2026-06-28,130299.95
TXN005246,POL03669,PRG001,TRT043,New Business,2026-08-22,365185.91
TXN005247,POL01520,PRG018,TRT095,New Business,2026-01-05,485505.6
TXN005248,POL03066,PRG008,TRT093,Adjustment,2026-07-24,179220.87
TXN005249,POL03301,PRG015,TRT033,Adjustment,2026-08-04,250267.29
TXN005250,POL07107,PRG002,TRT095,New Business,2026-05-23,129926.49
TXN005251,POL05014,PRG006,TRT035,New Business,2026-07-08,443140.28
TXN005252,POL00251,PRG014,TRT045,Renewal,2026-07-10,29663.55
TXN005253,POL06156,PRG012,TRT020,Renewal,2026-04-26,379085.45
TXN005254,POL01661,PRG004,TRT083,New Business,2026-02-05,76354.19
TXN005255,POL05756,PRG018,TRT062,Renewal,2026-06-07,251393.72
TXN005256,POL01357,PRG012,TRT070,Adjustment,2026-02-08,352584.74
TXN005257,POL02444,PRG015,TRT022,Renewal,2026-05-21,485036.65
TXN005258,POL00984,PRG024,TRT029,New Business,2026-04-16,326527.94
TXN005259,POL02197,PRG007,TRT028,Adjustment,2026-01-23,297064.34
TXN005260,POL03642,PRG023,TRT076,Adjustment,2026-05-15,371501.23
TXN005261,POL00769,PRG007,TRT078,New Business,2026-08-20,192710.07
TXN005262,POL08615,PRG024,TRT007,New Business,2026-01-23,31382.64
TXN005263,POL03742,PRG001,TRT040,New Business,2026-02-23,257950.32
TXN005264,POL02502,PRG006,TRT054,New Business,2026-03-08,283797.9
TXN005265,POL05119,PRG017,TRT090,Renewal,2026-03-06,70259.7
TXN005266,POL07476,PRG010,TRT054,New Business,2026-02-20,304007.26
TXN005267,POL08532,PRG021,TRT085,Renewal,2026-04-22,179819.64
TXN005268,POL04407,PRG025,TRT045,Renewal,2026-01-25,148339.46
TXN005269,POL09268,PRG009,TRT087,Adjustment,2026-01-31,313876.02
TXN005270,POL01960,PRG003,TRT040,Adjustment,2026-04-14,498291.89
TXN005271,POL05781,PRG001,TRT041,Adjustment,2026-06-01,452768.91
TXN005272,POL05448,PRG012,TRT036,Renewal,2026-05-06,116333.95
TXN005273,POL08237,PRG019,TRT090,New Business,2026-07-09,154883.75
TXN005274,POL08232,PRG009,TRT011,New Business,2026-06-19,91256.37
TXN005275,POL04589,PRG007,TRT056,Renewal,2026-01-27,222932.7
TXN005276,POL09523,PRG004,TRT030,New Business,2026-03-14,499931.4
TXN005277,POL01637,PRG011,TRT012,New Business,2026-03-07,377897.11
TXN005278,POL00708,PRG009,TRT059,New Business,2026-08-28,242545.76
TXN005279,POL00197,PRG024,TRT039,Renewal,2026-03-12,484753.25
TXN005280,POL04152,PRG004,TRT051,Renewal,2026-08-19,496415.34
TXN005281,POL07378,PRG013,TRT088,New Business,2026-03-11,121193.2
TXN005282,POL01078,PRG015,TRT097,Adjustment,2026-01-25,464593.36
TXN005283,POL06799,PRG021,TRT046,Adjustment,2026-05-08,357827.39
TXN005284,POL09304,PRG004,TRT061,Adjustment,2026-03-31,289480.41
TXN005285,POL06168,PRG020,TRT058,Renewal,2026-04-30,189162.24
TXN005286,POL08917,PRG023,TRT046,New Business,2026-04-09,297090.06
TXN005287,POL00806,PRG008,TRT009,Adjustment,2026-05-08,8301.86
TXN005288,POL00764,PRG018,TRT056,New Business,2026-05-15,258491.18
TXN005289,POL01050,PRG014,TRT009,Adjustment,2026-07-26,107997.57
TXN005290,POL02595,PRG001,TRT015,Adjustment,2026-08-02,494243.89
TXN005291,POL09637,PRG023,TRT010,New Business,2026-02-18,196184.82
TXN005292,POL07361,PRG003,TRT080,Adjustment,2026-03-23,385183.79
TXN005293,POL02106,PRG019,TRT071,Renewal,2026-05-26,104773.13
TXN005294,POL07631,PRG007,TRT053,Renewal,2026-03-11,151688.43
TXN005295,POL06795,PRG001,TRT007,New Business,2026-01-29,390512.54
TXN005296,POL02701,PRG015,TRT019,New Business,2026-04-23,238023.09
TXN005297,POL00926,PRG008,TRT010,New Business,2026-08-22,368947.77
TXN005298,POL08599,PRG002,TRT063,Renewal,2026-01-15,291241.75
TXN005299,POL06797,PRG007,TRT066,Adjustment,2026-01-13,295227.55
TXN005300,POL07567,PRG020,TRT007,Renewal,2026-08-01,423683.72
TXN005301,POL07588,PRG012,TRT041,New Business,2026-06-17,93096.66
TXN005302,POL07094,PRG021,TRT056,New Business,2026-01-10,298340.29
TXN005303,POL03687,PRG017,TRT091,New Business,2026-03-19,441771.75
TXN005304,POL04098,PRG023,TRT060,Adjustment,2026-08-07,91344.05
TXN005305,POL00671,PRG003,TRT053,Renewal,2026-02-01,422200.78
TXN005306,POL07234,PRG017,TRT044,Renewal,2026-05-10,139167.6
TXN005307,POL05077,PRG025,TRT076,Adjustment,2026-04-20,36680.71
TXN005308,POL09827,PRG012,TRT096,Adjustment,2026-07-31,296346.05
TXN005309,POL07563,PRG013,TRT028,Adjustment,2026-06-10,354688.7
TXN005310,POL05288,PRG019,TRT015,Renewal,2026-05-03,31468.24
TXN005311,POL06601,PRG019,TRT049,New Business,2026-01-04,81954.91
TXN005312,POL07152,PRG020,TRT023,Renewal,2026-06-16,280082.41
TXN005313,POL08821,PRG003,TRT001,New Business,2026-05-28,84136.29
TXN005314,POL09652,PRG017,TRT033,Adjustment,2026-08-26,237459.45
TXN005315,POL05084,PRG016,TRT066,New Business,2026-08-14,474666.95
TXN005316,POL01782,PRG025,TRT028,New Business,2026-02-15,257924.74
TXN005317,POL04949,PRG017,TRT051,New Business,2026-05-03,198570.94
TXN005318,POL01244,PRG010,TRT060,Adjustment,2026-07-04,489804.21
TXN005319,POL02039,PRG006,TRT076,Renewal,2026-04-03,175512.33
TXN005320,POL08614,PRG009,TRT008,New Business,2026-07-08,394337.51
TXN005321,POL07705,PRG011,TRT063,Adjustment,2026-08-12,436084.37
TXN005322,POL07493,PRG019,TRT091,New Business,2026-02-07,362280.04
TXN005323,POL01068,PRG017,TRT043,Renewal,2026-07-20,71472.13
TXN005324,POL06223,PRG014,TRT019,Adjustment,2026-01-05,399849.81
TXN005325,POL00295,PRG005,TRT080,Renewal,2026-04-15,259994.79
TXN005326,POL08442,PRG020,TRT056,Adjustment,2026-03-11,328942.14
TXN005327,POL00113,PRG014,TRT098,Renewal,2026-05-25,425008.4
TXN005328,POL05695,PRG002,TRT016,New Business,2026-03-28,116752.96
TXN005329,POL06861,PRG008,TRT053,New Business,2026-02-23,58491.16
TXN005330,POL02053,PRG017,TRT022,Adjustment,2026-03-06,347985.89
TXN005331,POL08156,PRG009,TRT004,Adjustment,2026-01-23,298289.61
TXN005332,POL08694,PRG007,TRT036,New Business,2026-03-14,393779.31
TXN005333,POL06971,PRG021,TRT084,Adjustment,2026-01-11,124614.33
TXN005334,POL00676,PRG020,TRT027,New Business,2026-06-23,354749.35
TXN005335,POL05807,PRG004,TRT041,Renewal,2026-06-25,358962.47
TXN005336,POL03841,PRG024,TRT073,New Business,2026-07-15,170463.62
TXN005337,POL07008,PRG004,TRT032,Renewal,2026-04-09,409435.52
TXN005338,POL06655,PRG006,TRT091,New Business,2026-03-11,145056.8
TXN005339,POL00057,PRG006,TRT046,New Business,2026-07-05,180157.72
TXN005340,POL04404,PRG010,TRT091,New Business,2026-08-16,351662.48
TXN005341,POL01737,PRG005,TRT031,Adjustment,2026-08-07,300627.93
TXN005342,POL08698,PRG022,TRT031,Adjustment,2026-05-08,458759.78
TXN005343,POL05607,PRG004,TRT085,Renewal,2026-07-10,241454.42
TXN005344,POL08414,PRG022,TRT014,New Business,2026-01-22,114318.34
TXN005345,POL01061,PRG006,TRT015,Renewal,2026-06-08,79962.58
TXN005346,POL06100,PRG008,TRT059,Adjustment,2026-08-06,487821.14
TXN005347,POL01020,PRG004,TRT061,New Business,2026-08-04,331031.2
TXN005348,POL08870,PRG006,TRT095,New Business,2026-01-26,442422.8
TXN005349,POL02422,PRG014,TRT044,Renewal,2026-07-29,180780.91
TXN005350,POL03237,PRG015,TRT055,New Business,2026-01-26,51059.75
TXN005351,POL05286,PRG012,TRT064,New Business,2026-08-05,469988.37
TXN005352,POL01236,PRG006,TRT063,Renewal,2026-07-03,333868.64
TXN005353,POL03660,PRG024,TRT069,New Business,2026-04-05,61746.03
TXN005354,POL06642,PRG023,TRT025,New Business,2026-08-10,213967.94
TXN005355,POL00880,PRG016,TRT069,New Business,2026-03-17,111296.44
TXN005356,POL02250,PRG022,TRT074,Adjustment,2026-04-29,438642.39
TXN005357,POL09880,PRG002,TRT039,Renewal,2026-06-02,89819.78
TXN005358,POL06427,PRG012,TRT046,Renewal,2026-02-13,38719.64
TXN005359,POL05998,PRG006,TRT029,New Business,2026-08-26,54081.8
TXN005360,POL08579,PRG004,TRT017,New Business,2026-07-19,118550.89
TXN005361,POL07805,PRG019,TRT079,New Business,2026-04-19,350349.52
TXN005362,POL02024,PRG003,TRT010,Adjustment,2026-01-05,486830.54
TXN005363,POL06145,PRG013,TRT018,Renewal,2026-01-16,123076.17
TXN005364,POL08100,PRG001,TRT020,Renewal,2026-03-13,371169.09
TXN005365,POL06354,PRG004,TRT026,New Business,2026-08-24,200888.76
TXN005366,POL08096,PRG025,TRT045,Renewal,2026-03-24,134589.53
TXN005367,POL03780,PRG022,TRT021,Renewal,2026-01-02,493189.26
TXN005368,POL05435,PRG002,TRT027,Renewal,2026-08-25,335916.1
TXN005369,POL02560,PRG008,TRT089,Renewal,2026-07-13,14288.0
TXN005370,POL07330,PRG025,TRT094,Adjustment,2026-07-28,103915.6
TXN005371,POL09523,PRG004,TRT030,New Business,2026-07-09,340927.97
TXN005372,POL06936,PRG005,TRT065,Adjustment,2026-01-10,190602.3
TXN005373,POL00598,PRG024,TRT010,New Business,2026-06-08,229536.45
TXN005374,POL02005,PRG019,TRT021,Renewal,2026-06-20,86625.16
TXN005375,POL04911,PRG022,TRT025,Renewal,2026-05-15,274836.13
TXN005376,POL02669,PRG025,TRT040,Adjustment,2026-05-22,15624.0
TXN005377,POL09376,PRG025,TRT008,New Business,2026-01-29,494286.17
TXN005378,POL00473,PRG014,TRT031,New Business,2026-03-14,206080.16
TXN005379,POL09188,PRG012,TRT089,Renewal,2026-08-15,370377.59
TXN005380,POL07370,PRG001,TRT080,Adjustment,2026-07-03,446143.89
TXN005381,POL08199,PRG014,TRT022,New Business,2026-06-05,388587.26
TXN005382,POL08323,PRG006,TRT057,New Business,2026-03-10,78119.45
TXN005383,POL09257,PRG004,TRT023,New Business,2026-03-16,360772.39
TXN005384,POL06260,PRG022,TRT016,New Business,2026-07-20,176309.02
TXN005385,POL06141,PRG014,TRT054,New Business,2026-07-11,80910.22
TXN005386,POL06346,PRG025,TRT044,Renewal,2026-01-11,162231.37
TXN005387,POL00711,PRG002,TRT079,Renewal,2026-02-03,84306.0
TXN005388,POL08196,PRG024,TRT001,Adjustment,2026-08-04,358366.78
TXN005389,POL07955,PRG016,TRT031,New Business,2026-07-23,49291.82
TXN005390,POL03135,PRG007,TRT030,Adjustment,2026-07-06,266661.95
TXN005391,POL05450,PRG011,TRT011,New Business,2026-01-07,318315.99
TXN005392,POL08169,PRG010,TRT067,New Business,2026-05-24,495947.79
TXN005393,POL01144,PRG024,TRT006,Renewal,2026-03-27,180191.92
TXN005394,POL00517,PRG005,TRT053,Adjustment,2026-04-02,288551.9
TXN005395,POL00045,PRG009,TRT037,New Business,2026-04-17,438437.83
TXN005396,POL07947,PRG023,TRT078,New Business,2026-06-04,393378.23
TXN005397,POL04220,PRG005,TRT084,New Business,2026-05-16,458755.48
TXN005398,POL03045,PRG012,TRT067,Renewal,2026-07-10,477952.34
TXN005399,POL02450,PRG009,TRT068,New Business,2026-06-09,76859.55
TXN005400,POL01084,PRG018,TRT015,Renewal,2026-02-22,292155.37
TXN005401,POL04599,PRG002,TRT063,Renewal,2026-01-20,9946.67
TXN005402,POL08783,PRG012,TRT055,Renewal,2026-01-01,138606.29
TXN005403,POL01452,PRG015,TRT047,New Business,2026-05-25,266603.37
TXN005404,POL04460,PRG003,TRT001,Renewal,2026-08-07,284734.9
TXN005405,POL06958,PRG006,TRT043,Adjustment,2026-07-14,76396.57
TXN005406,POL05598,PRG012,TRT079,Adjustment,2026-05-13,273087.78
TXN005407,POL08247,PRG024,TRT046,New Business,2026-05-23,337101.7
TXN005408,POL02434,PRG025,TRT024,Adjustment,2026-03-20,233383.01
TXN005409,POL04410,PRG015,TRT015,Adjustment,2026-06-03,264822.0
TXN005410,POL02064,PRG023,TRT014,Adjustment,2026-01-30,137470.64
TXN005411,POL08251,PRG024,TRT010,Renewal,2026-01-15,399870.88
TXN005412,POL01406,PRG007,TRT030,Renewal,2026-02-01,68341.89
TXN005413,POL03022,PRG002,TRT088,Renewal,2026-02-12,138478.44
TXN005414,POL02461,PRG004,TRT060,Adjustment,2026-08-04,290003.94
TXN005415,POL00796,PRG013,TRT016,New Business,2026-08-18,85733.77
TXN005416,POL06373,PRG020,TRT076,New Business,2026-06-02,323690.09
TXN005417,POL08816,PRG017,TRT069,Renewal,2026-06-04,187130.98
TXN005418,POL02404,PRG011,TRT069,Renewal,2026-03-07,289559.45
TXN005419,POL06726,PRG019,TRT070,Renewal,2026-01-29,152213.29
TXN005420,POL00566,PRG023,TRT081,Adjustment,2026-07-23,329548.25
TXN005421,POL00228,PRG009,TRT071,Adjustment,2026-07-29,217307.22
TXN005422,POL07720,PRG005,TRT038,New Business,2026-03-17,33217.69
TXN005423,POL02122,PRG016,TRT030,Renewal,2026-05-27,263737.4
TXN005424,POL05532,PRG023,TRT074,Renewal,2026-08-22,81315.26
TXN005425,POL09986,PRG008,TRT053,Adjustment,2026-08-14,403967.01
TXN005426,POL01835,PRG001,TRT099,Renewal,2026-04-05,187957.51
TXN005427,POL09628,PRG009,TRT041,Adjustment,2026-06-09,334778.95
TXN005428,POL02983,PRG018,TRT079,Adjustment,2026-01-05,320792.29
TXN005429,POL05125,PRG021,TRT032,New Business,2026-03-05,305805.12
TXN005430,POL07164,PRG013,TRT033,Renewal,2026-07-09,231709.02
TXN005431,POL02033,PRG010,TRT078,New Business,2026-05-25,18767.05
TXN005432,POL00659,PRG021,TRT051,Adjustment,2026-08-07,391002.02
TXN005433,POL06871,PRG012,TRT081,Adjustment,2026-03-22,162187.92
TXN005434,POL04625,PRG023,TRT004,Renewal,2026-08-28,440999.98
TXN005435,POL07474,PRG023,TRT047,New Business,2026-02-19,173781.82
TXN005436,POL04364,PRG019,TRT054,Renewal,2026-08-16,128175.87
TXN005437,POL08656,PRG015,TRT053,New Business,2026-02-09,491807.08
TXN005438,POL09950,PRG007,TRT055,Adjustment,2026-06-15,214128.7
TXN005439,POL08977,PRG023,TRT055,Renewal,2026-03-26,266805.37
TXN005440,POL02326,PRG005,TRT080,Adjustment,2026-08-23,118468.61
TXN005441,POL06088,PRG001,TRT029,Adjustment,2026-04-16,282089.19
TXN005442,POL08832,PRG018,TRT094,New Business,2026-03-24,136287.95
TXN005443,POL09803,PRG005,TRT061,Renewal,2026-02-19,491659.31
TXN005444,POL03574,PRG019,TRT096,New Business,2026-04-18,44713.56
TXN005445,POL01436,PRG004,TRT068,Renewal,2026-01-29,317674.79
TXN005446,POL02265,PRG012,TRT074,New Business,2026-04-30,121133.77
TXN005447,POL01444,PRG022,TRT079,New Business,2026-03-31,236076.17
TXN005448,POL00356,PRG001,TRT008,New Business,2026-03-03,214951.26
TXN005449,POL05971,PRG016,TRT033,Adjustment,2026-05-22,204670.38
TXN005450,POL07429,PRG021,TRT018,Adjustment,2026-01-21,88343.7
TXN005451,POL07663,PRG004,TRT031,New Business,2026-05-21,84351.61
TXN005452,POL02258,PRG005,TRT059,Renewal,2026-07-31,319265.27
TXN005453,POL08213,PRG005,TRT050,Adjustment,2026-01-09,90180.83
TXN005454,POL07273,PRG005,TRT073,New Business,2026-04-06,487805.9
TXN005455,POL02839,PRG018,TRT078,Renewal,2026-01-03,11779.26
TXN005456,POL05866,PRG003,TRT078,New Business,2026-07-05,453484.3
TXN005457,POL03112,PRG022,TRT031,Renewal,2026-01-26,478480.2
TXN005458,POL00449,PRG015,TRT051,Renewal,2026-08-28,281926.54
TXN005459,POL05858,PRG016,TRT063,Renewal,2026-01-19,292756.24
TXN005460,POL05114,PRG004,TRT028,New Business,2026-01-13,346209.74
TXN005461,POL09786,PRG025,TRT031,Renewal,2026-04-20,150184.11
TXN005462,POL07116,PRG003,TRT075,Adjustment,2026-07-20,182973.53
