Claim_ID,Policy_ID,Program_ID,Treaty_ID,Claim_Date,Claim_Status,Claim_Amount
CLM001531,POL04279,PRG006,TRT028,2026-07-30,Open,88120.41
CLM001532,POL04297,PRG016,TRT072,2026-06-21,Closed,202175.16
CLM001533,POL07401,PRG009,TRT069,2026-06-05,Closed,12663.33
CLM001534,POL01373,PRG006,TRT036,2026-04-27,Open,106234.84
CLM001535,POL05014,PRG006,TRT035,2026-01-09,Pending,187025.74
CLM001536,POL01450,PRG018,TRT003,2026-05-02,Pending,85690.41
CLM001537,POL00859,PRG005,TRT023,2026-04-19,Closed,205441.33
CLM001538,POL06198,PRG003,TRT071,2026-08-08,Pending,149523.64
CLM001539,POL06491,PRG011,TRT034,2026-04-05,Pending,63168.71
CLM001540,POL01396,PRG004,TRT082,2026-03-24,Closed,75744.72
CLM001541,POL05340,PRG017,TRT010,2026-01-26,Pending,190630.77
CLM001542,POL01551,PRG006,TRT014,2026-04-17,Open,260828.26
CLM001543,POL08107,PRG018,TRT021,2026-02-23,Open,2295.89
CLM001544,POL07385,PRG014,TRT081,2026-01-14,Closed,293159.92
CLM001545,POL02384,PRG017,TRT075,2026-07-07,Pending,218695.96
CLM001546,POL00884,PRG014,TRT076,2026-04-04,Closed,48758.12
CLM001547,POL04199,PRG011,TRT081,2026-05-16,Closed,59031.53
CLM001548,POL09600,PRG022,TRT096,2026-01-23,Pending,80408.59
CLM001549,POL09922,PRG015,TRT063,2026-08-16,Open,281418.12
CLM001550,POL09411,PRG025,TRT036,2026-02-03,Closed,280869.8
CLM001551,POL08692,PRG005,TRT018,2026-07-24,Open,52378.51
CLM001552,POL04013,PRG008,TRT058,2026-07-03,Open,100508.97
CLM001553,POL07862,PRG007,TRT072,2026-05-28,Open,33499.69
CLM001554,POL08523,PRG018,TRT033,2026-08-08,Open,72733.22
CLM001555,POL00572,PRG016,TRT037,2026-04-10,Open,81708.92
CLM001556,POL02008,PRG014,TRT050,2026-01-28,Closed,7289.38
CLM001557,POL06206,PRG025,TRT092,2026-08-13,Open,189329.92
CLM001558,POL04065,PRG011,TRT073,2026-03-28,Pending,67925.2
CLM001559,POL09446,PRG010,TRT021,2026-07-10,Open,22408.78
CLM001560,POL04154,PRG024,TRT003,2026-03-18,Closed,168197.97
CLM001561,POL00249,PRG007,TRT071,2026-02-11,Closed,5531.97
CLM001562,POL00734,PRG006,TRT040,2026-08-01,Pending,246410.29
CLM001563,POL09498,PRG023,TRT030,2026-03-29,Open,118576.82
CLM001564,POL01534,PRG020,TRT047,2026-06-09,Closed,138150.15
CLM001565,POL06688,PRG025,TRT014,2026-03-03,Closed,104892.05
CLM001566,POL09695,PRG014,TRT092,2026-07-27,Closed,157957.44
CLM001567,POL06280,PRG021,TRT035,2026-05-13,Open,118386.31
CLM001568,POL03875,PRG009,TRT074,2026-05-12,Pending,213553.06
CLM001569,POL03909,PRG021,TRT047,2026-08-13,Closed,124614.66
CLM001570,POL02408,PRG013,TRT010,2026-08-11,Open,299122.38
CLM001571,POL06300,PRG002,TRT069,2026-02-28,Closed,195350.44
CLM001572,POL00212,PRG024,TRT040,2026-06-26,Closed,58144.2
CLM001573,POL03817,PRG017,TRT095,2026-01-03,Pending,248743.13
CLM001574,POL01014,PRG003,TRT080,2026-04-20,Open,203286.68
CLM001575,POL06591,PRG019,TRT002,2026-04-06,Pending,70599.14
CLM001576,POL04495,PRG010,TRT067,2026-05-13,Closed,190285.21
CLM001577,POL06677,PRG018,TRT019,2026-06-29,Pending,299396.29
CLM001578,POL09579,PRG013,TRT048,2026-05-07,Pending,229702.01
CLM001579,POL03646,PRG019,TRT018,2026-03-24,Open,215034.57
CLM001580,POL04955,PRG009,TRT049,2026-05-14,Open,127476.52
CLM001581,POL05839,PRG012,TRT059,2026-02-12,Open,69522.46
CLM001582,POL06860,PRG011,TRT100,2026-04-25,Pending,74140.54
CLM001583,POL07526,PRG001,TRT027,2026-05-21,Open,38894.34
CLM001584,POL08193,PRG004,TRT083,2026-05-29,Pending,41973.09
CLM001585,POL06835,PRG020,TRT040,2026-03-26,Pending,17037.54
CLM001586,POL00302,PRG007,TRT060,2026-08-22,Pending,232795.06
CLM001587,POL03855,PRG009,TRT089,2026-03-23,Open,139699.58
CLM001588,POL03509,PRG015,TRT098,2026-01-12,Pending,278175.55
CLM001589,POL08955,PRG024,TRT010,2026-05-10,Open,53797.4
CLM001590,POL03519,PRG001,TRT052,2026-08-22,Pending,14249.62
CLM001591,POL07291,PRG019,TRT016,2026-05-25,Open,193045.32
CLM001592,POL05263,PRG013,TRT096,2026-03-30,Closed,156946.26
CLM001593,POL05012,PRG013,TRT045,2026-05-28,Open,214667.03
CLM001594,POL09523,PRG004,TRT030,2026-04-28,Closed,52315.6
CLM001595,POL05575,PRG025,TRT064,2026-02-14,Pending,53086.14
CLM001596,POL09176,PRG007,TRT014,2026-07-06,Closed,275580.5
CLM001597,POL04618,PRG009,TRT030,2026-08-14,Closed,83449.3
CLM001598,POL09159,PRG007,TRT071,2026-05-29,Closed,80388.72
CLM001599,POL04303,PRG004,TRT089,2026-08-01,Open,49333.16
CLM001600,POL02498,PRG015,TRT073,2026-02-28,Pending,175374.13
CLM001601,POL00571,PRG020,TRT035,2026-07-27,Open,279982.95
CLM001602,POL09485,PRG008,TRT022,2026-06-08,Closed,136792.24
CLM001603,POL02798,PRG003,TRT080,2026-04-19,Pending,109383.57
CLM001604,POL01514,PRG011,TRT083,2026-04-09,Closed,151129.07
CLM001605,POL06794,PRG014,TRT002,2026-04-08,Open,133343.29
CLM001606,POL02130,PRG005,TRT064,2026-08-12,Pending,269817.65
CLM001607,POL06223,PRG014,TRT019,2026-06-04,Open,48002.18
CLM001608,POL06392,PRG020,TRT023,2026-03-28,Pending,295230.83
CLM001609,POL02163,PRG009,TRT027,2026-06-12,Pending,134395.27
CLM001610,POL00306,PRG002,TRT064,2026-03-31,Closed,59430.33
CLM001611,POL08961,PRG011,TRT057,2026-01-11,Pending,239922.71
CLM001612,POL09508,PRG006,TRT003,2026-01-23,Closed,298707.07
CLM001613,POL08634,PRG013,TRT011,2026-01-29,Open,153964.26
CLM001614,POL05166,PRG017,TRT066,2026-06-16,Pending,185167.11
CLM001615,POL04053,PRG006,TRT067,2026-06-18,Pending,115008.33
CLM001616,POL06461,PRG007,TRT036,2026-01-12,Open,30235.35
CLM001617,POL09453,PRG018,TRT015,2026-05-30,Pending,203755.65
CLM001618,POL01077,PRG009,TRT051,2026-07-21,Closed,61674.49
CLM001619,POL03754,PRG011,TRT037,2026-05-12,Pending,298725.14
CLM001620,POL06066,PRG015,TRT070,2026-07-10,Pending,169721.23
CLM001621,POL00030,PRG001,TRT070,2026-04-14,Closed,239397.22
CLM001622,POL07315,PRG006,TRT023,2026-06-23,Closed,124861.07
CLM001623,POL04743,PRG007,TRT072,2026-03-10,Open,16280.89
CLM001624,POL03913,PRG022,TRT069,2026-03-03,Pending,195477.28
CLM001625,POL01560,PRG013,TRT082,2026-02-10,Open,53627.92
CLM001626,POL03237,PRG015,TRT055,2026-03-01,Pending,213820.6
CLM001627,POL03502,PRG020,TRT052,2026-06-05,Open,77864.67
CLM001628,POL07364,PRG016,TRT069,2026-03-29,Closed,261379.62
CLM001629,POL00173,PRG009,TRT058,2026-03-03,Open,20701.29
CLM001630,POL07626,PRG008,TRT041,2026-05-01,Open,147085.06
CLM001631,POL06342,PRG007,TRT066,2026-03-13,Pending,139265.63
CLM001632,POL03193,PRG010,TRT088,2026-08-13,Pending,263514.5
CLM001633,POL01889,PRG002,TRT009,2026-04-22,Closed,198828.7
CLM001634,POL04771,PRG003,TRT070,2026-02-14,Closed,277179.05
CLM001635,POL02142,PRG008,TRT035,2026-08-11,Open,163962.16
CLM001636,POL03260,PRG001,TRT041,2026-08-01,Open,278068.59
CLM001637,POL09651,PRG012,TRT024,2026-08-23,Open,116886.17
CLM001638,POL07644,PRG009,TRT022,2026-02-19,Closed,204282.29
CLM001639,POL05844,PRG011,TRT032,2026-02-19,Open,201711.56
CLM001640,POL02926,PRG013,TRT028,2026-06-16,Pending,67390.2
CLM001641,POL07480,PRG006,TRT055,2026-05-25,Open,49393.51
CLM001642,POL04098,PRG023,TRT060,2026-05-31,Open,129336.07
CLM001643,POL08351,PRG013,TRT075,2026-06-13,Open,23329.77
CLM001644,POL08385,PRG007,TRT098,2026-04-11,Open,195897.95
CLM001645,POL07533,PRG016,TRT032,2026-06-28,Pending,34390.85
CLM001646,POL05140,PRG025,TRT093,2026-02-08,Open,102657.33
CLM001647,POL01118,PRG006,TRT028,2026-01-14,Closed,162746.54
CLM001648,POL06400,PRG020,TRT077,2026-08-11,Open,174396.57
CLM001649,POL00417,PRG004,TRT046,2026-02-18,Pending,30381.14
CLM001650,POL04936,PRG006,TRT064,2026-02-27,Open,226573.37
CLM001651,POL09483,PRG008,TRT084,2026-03-12,Pending,285794.23
CLM001652,POL08594,PRG021,TRT015,2026-02-15,Closed,31040.38
CLM001653,POL04162,PRG018,TRT069,2026-06-27,Open,107373.27
CLM001654,POL06254,PRG023,TRT090,2026-08-15,Closed,96920.43
CLM001655,POL02720,PRG011,TRT057,2026-01-01,Pending,194329.62
CLM001656,POL00142,PRG018,TRT087,2026-03-20,Open,122211.93
CLM001657,POL02412,PRG020,TRT075,2026-01-20,Pending,128930.34
CLM001658,POL01473,PRG023,TRT027,2026-08-18,Closed,295243.39
CLM001659,POL00003,PRG004,TRT011,2026-03-31,Closed,245951.91
CLM001660,POL00573,PRG024,TRT082,2026-03-30,Pending,99812.87
CLM001661,POL09674,PRG007,TRT020,2026-04-13,Closed,229667.23
CLM001662,POL03488,PRG018,TRT054,2026-03-01,Pending,260127.42
CLM001663,POL05284,PRG015,TRT025,2026-02-19,Open,49072.54
CLM001664,POL05835,PRG014,TRT017,2026-05-20,Open,174672.61
CLM001665,POL05472,PRG002,TRT055,2026-02-19,Open,97664.15
CLM001666,POL00117,PRG014,TRT026,2026-06-10,Closed,206753.37
CLM001667,POL06226,PRG016,TRT068,2026-05-10,Pending,66231.61
CLM001668,POL02412,PRG020,TRT075,2026-05-16,Open,266030.09
CLM001669,POL07207,PRG014,TRT097,2026-05-08,Closed,156025.82
CLM001670,POL09743,PRG005,TRT059,2026-05-21,Closed,296745.23
CLM001671,POL02198,PRG001,TRT009,2026-07-25,Open,275877.19
CLM001672,POL03646,PRG019,TRT018,2026-06-12,Closed,7857.42
CLM001673,POL08959,PRG007,TRT051,2026-07-09,Closed,190711.5
CLM001674,POL02429,PRG001,TRT038,2026-06-16,Closed,119159.6
CLM001675,POL03711,PRG019,TRT004,2026-04-10,Pending,156433.6
CLM001676,POL02587,PRG007,TRT069,2026-07-07,Open,50798.58
CLM001677,POL05597,PRG013,TRT010,2026-08-23,Open,63632.99
CLM001678,POL08254,PRG005,TRT077,2026-03-20,Closed,235324.8
CLM001679,POL06486,PRG016,TRT093,2026-06-14,Closed,249609.07
CLM001680,POL08333,PRG002,TRT004,2026-08-06,Open,114584.42
CLM001681,POL04503,PRG015,TRT093,2026-02-20,Open,32389.95
CLM001682,POL02151,PRG006,TRT073,2026-08-06,Pending,255491.18
CLM001683,POL04182,PRG003,TRT096,2026-02-13,Open,23300.77
CLM001684,POL00387,PRG015,TRT022,2026-08-07,Closed,45717.81
CLM001685,POL09857,PRG008,TRT066,2026-01-09,Open,141871.31
CLM001686,POL08076,PRG022,TRT097,2026-06-02,Pending,280820.71
CLM001687,POL03380,PRG023,TRT046,2026-04-28,Closed,260022.63
CLM001688,POL06139,PRG011,TRT018,2026-01-31,Open,221334.87
CLM001689,POL09489,PRG010,TRT061,2026-02-17,Pending,220232.41
CLM001690,POL02813,PRG011,TRT011,2026-05-11,Closed,1805.48
CLM001691,POL01244,PRG010,TRT060,2026-05-06,Closed,204811.86
CLM001692,POL06020,PRG019,TRT091,2026-01-06,Pending,229937.23
CLM001693,POL01798,PRG001,TRT043,2026-08-13,Pending,172149.36
CLM001694,POL09161,PRG025,TRT016,2026-05-31,Open,130434.96
CLM001695,POL00073,PRG006,TRT088,2026-04-30,Open,188028.9
CLM001696,POL02303,PRG020,TRT052,2026-03-28,Open,259131.52
CLM001697,POL01273,PRG017,TRT065,2026-01-28,Pending,189357.77
CLM001698,POL02905,PRG021,TRT062,2026-03-12,Closed,28357.63
CLM001699,POL00187,PRG006,TRT015,2026-07-06,Open,184329.96
CLM001700,POL07285,PRG018,TRT098,2026-02-25,Closed,121891.08
CLM001701,POL06455,PRG005,TRT044,2026-05-31,Closed,29428.21
CLM001702,POL01707,PRG011,TRT072,2026-04-30,Pending,120406.74
CLM001703,POL09752,PRG019,TRT039,2026-05-14,Open,219528.77
CLM001704,POL08194,PRG002,TRT016,2026-07-21,Closed,175530.25
CLM001705,POL03494,PRG020,TRT030,2026-05-16,Closed,216866.62
CLM001706,POL01172,PRG008,TRT007,2026-01-05,Pending,163809.61
CLM001707,POL01988,PRG009,TRT001,2026-02-01,Closed,285099.44
CLM001708,POL05184,PRG010,TRT073,2026-07-30,Closed,22907.52
CLM001709,POL00423,PRG006,TRT099,2026-06-04,Pending,286521.97
CLM001710,POL00159,PRG001,TRT082,2026-01-09,Pending,24694.07
CLM001711,POL04269,PRG023,TRT011,2026-07-10,Closed,266169.88
CLM001712,POL05036,PRG004,TRT070,2026-02-24,Pending,219963.45
CLM001713,POL07438,PRG013,TRT042,2026-07-04,Closed,238112.1
CLM001714,POL08266,PRG021,TRT025,2026-02-04,Pending,144134.0
CLM001715,POL08986,PRG018,TRT032,2026-05-09,Closed,214368.43
CLM001716,POL02110,PRG009,TRT082,2026-01-01,Open,105191.66
CLM001717,POL03601,PRG019,TRT074,2026-08-20,Pending,57880.28
CLM001718,POL09481,PRG024,TRT087,2026-07-29,Open,10695.44
CLM001719,POL04709,PRG017,TRT040,2026-05-26,Closed,150284.28
CLM001720,POL02887,PRG008,TRT096,2026-04-13,Open,100955.22
CLM001721,POL01095,PRG009,TRT086,2026-06-21,Pending,71800.59
CLM001722,POL04164,PRG011,TRT078,2026-01-05,Closed,157821.75
CLM001723,POL09218,PRG018,TRT024,2026-08-08,Open,6040.47
CLM001724,POL03518,PRG009,TRT091,2026-03-27,Closed,118523.73
CLM001725,POL08581,PRG021,TRT034,2026-01-08,Open,43090.36
CLM001726,POL00291,PRG022,TRT046,2026-05-04,Open,40665.18
CLM001727,POL05381,PRG012,TRT022,2026-03-22,Closed,73664.49
CLM001728,POL05099,PRG024,TRT028,2026-01-31,Closed,12731.76
CLM001729,POL08304,PRG020,TRT058,2026-06-01,Closed,192976.52
CLM001730,POL06441,PRG001,TRT093,2026-03-19,Open,21269.65
CLM001731,POL02976,PRG023,TRT021,2026-03-25,Open,80885.56
CLM001732,POL08501,PRG004,TRT035,2026-01-27,Pending,167747.56
CLM001733,POL03462,PRG017,TRT090,2026-03-21,Pending,145373.61
CLM001734,POL05672,PRG014,TRT049,2026-08-25,Closed,180650.96
CLM001735,POL07521,PRG015,TRT041,2026-03-07,Open,60944.42
CLM001736,POL00114,PRG024,TRT041,2026-01-07,Open,298104.93
CLM001737,POL03102,PRG015,TRT068,2026-02-18,Open,219653.42
CLM001738,POL05662,PRG017,TRT070,2026-07-01,Open,80835.44
CLM001739,POL08049,PRG012,TRT092,2026-06-25,Open,226150.04
CLM001740,POL02422,PRG014,TRT044,2026-03-18,Closed,76276.52
CLM001741,POL05789,PRG006,TRT082,2026-02-25,Closed,72040.91
CLM001742,POL04256,PRG016,TRT076,2026-03-30,Pending,195610.82
CLM001743,POL00228,PRG009,TRT071,2026-01-31,Open,246776.68
CLM001744,POL06319,PRG017,TRT065,2026-08-04,Closed,176247.9
CLM001745,POL06131,PRG013,TRT001,2026-08-15,Pending,51242.14
CLM001746,POL03933,PRG017,TRT037,2026-05-26,Open,278564.7
CLM001747,POL01352,PRG015,TRT063,2026-03-29,Open,83438.77
CLM001748,POL08987,PRG013,TRT082,2026-03-04,Open,132314.08
CLM001749,POL09592,PRG016,TRT059,2026-04-08,Open,131563.95
CLM001750,POL07263,PRG005,TRT076,2026-07-15,Closed,267227.66
CLM001751,POL09298,PRG003,TRT015,2026-05-12,Closed,2568.08
CLM001752,POL09538,PRG019,TRT093,2026-08-17,Pending,217136.0
CLM001753,POL09937,PRG015,TRT094,2026-05-19,Closed,143795.91
CLM001754,POL09406,PRG012,TRT061,2026-06-01,Pending,220918.96
CLM001755,POL02399,PRG020,TRT053,2026-03-03,Open,82158.33
CLM001756,POL03342,PRG020,TRT080,2026-06-06,Pending,294896.73
CLM001757,POL05072,PRG017,TRT033,2026-06-22,Open,260361.83
CLM001758,POL09353,PRG005,TRT013,2026-08-06,Open,241032.5
CLM001759,POL07205,PRG004,TRT064,2026-03-25,Open,135403.67
CLM001760,POL05456,PRG004,TRT074,2026-04-23,Closed,277206.3
CLM001761,POL06740,PRG016,TRT020,2026-05-14,Pending,226329.95
CLM001762,POL06403,PRG023,TRT018,2026-05-11,Closed,148677.51
CLM001763,POL06347,PRG011,TRT006,2026-05-05,Open,104003.56
CLM001764,POL02896,PRG019,TRT054,2026-04-02,Open,1658.34
CLM001765,POL00460,PRG008,TRT080,2026-05-16,Closed,51689.98
CLM001766,POL04781,PRG022,TRT005,2026-08-03,Pending,296381.11
CLM001767,POL03867,PRG002,TRT076,2026-08-25,Closed,150101.39
CLM001768,POL06200,PRG017,TRT044,2026-02-09,Pending,66693.46
CLM001769,POL07989,PRG002,TRT021,2026-05-25,Pending,241286.01
CLM001770,POL06141,PRG014,TRT054,2026-06-01,Pending,75069.18
CLM001771,POL05588,PRG004,TRT096,2026-05-27,Open,6951.52
CLM001772,POL02983,PRG018,TRT079,2026-04-25,Open,147378.82
CLM001773,POL00011,PRG022,TRT046,2026-06-13,Open,246842.74
CLM001774,POL02953,PRG016,TRT067,2026-05-17,Open,195298.24
CLM001775,POL00048,PRG011,TRT018,2026-07-12,Pending,277009.08
CLM001776,POL02133,PRG002,TRT030,2026-04-26,Closed,140373.38
CLM001777,POL05093,PRG013,TRT096,2026-01-18,Pending,260168.15
CLM001778,POL02898,PRG021,TRT016,2026-03-12,Pending,272080.14
CLM001779,POL01378,PRG009,TRT068,2026-03-05,Open,175021.12
CLM001780,POL04419,PRG023,TRT062,2026-03-07,Closed,122417.75
CLM001781,POL01701,PRG001,TRT062,2026-05-25,Open,181016.07
CLM001782,POL09241,PRG012,TRT040,2026-01-14,Closed,230493.97
CLM001783,POL07761,PRG016,TRT081,2026-05-03,Open,163105.33
CLM001784,POL03529,PRG018,TRT022,2026-03-31,Pending,246530.27
CLM001785,POL08900,PRG011,TRT001,2026-05-10,Closed,123419.56
CLM001786,POL02352,PRG019,TRT073,2026-03-12,Open,56447.26
CLM001787,POL00504,PRG005,TRT072,2026-07-31,Closed,90895.86
CLM001788,POL05642,PRG013,TRT010,2026-03-21,Closed,208466.87
CLM001789,POL07457,PRG007,TRT088,2026-05-29,Pending,30881.37
CLM001790,POL08536,PRG025,TRT039,2026-01-11,Closed,229598.47
CLM001791,POL02237,PRG008,TRT093,2026-08-23,Pending,258833.16
CLM001792,POL09325,PRG010,TRT067,2026-02-23,Closed,149420.14
CLM001793,POL00647,PRG006,TRT049,2026-07-11,Open,150138.34
CLM001794,POL02134,PRG017,TRT029,2026-05-24,Open,116773.13
CLM001795,POL09833,PRG011,TRT033,2026-05-06,Pending,166668.46
CLM001796,POL02394,PRG025,TRT056,2026-07-24,Open,138112.9
CLM001797,POL07636,PRG015,TRT069,2026-03-12,Pending,192005.43
CLM001798,POL02180,PRG017,TRT016,2026-08-11,Open,212575.69
CLM001799,POL01115,PRG024,TRT085,2026-02-12,Pending,33294.86
CLM001800,POL03702,PRG019,TRT013,2026-07-08,Closed,221067.86
CLM001801,POL09520,PRG025,TRT020,2026-03-29,Closed,206027.69
CLM001802,POL03892,PRG007,TRT073,2026-08-22,Open,258754.09
CLM001803,POL02097,PRG008,TRT079,2026-06-30,Open,112168.76
CLM001804,POL04145,PRG013,TRT031,2026-07-31,Open,86894.54
CLM001805,POL05884,PRG017,TRT050,2026-04-12,Pending,199176.39
CLM001806,POL01688,PRG004,TRT025,2026-02-04,Open,270531.85
CLM001807,POL04280,PRG005,TRT025,2026-03-01,Open,255580.08
CLM001808,POL00863,PRG024,TRT100,2026-08-22,Pending,260784.11
CLM001809,POL06444,PRG013,TRT087,2026-01-28,Pending,18038.8
CLM001810,POL00564,PRG006,TRT035,2026-07-23,Closed,62211.04
CLM001811,POL05622,PRG021,TRT013,2026-06-08,Open,116070.34
CLM001812,POL00886,PRG015,TRT059,2026-03-06,Closed,277734.32
CLM001813,POL08882,PRG012,TRT056,2026-07-02,Open,194310.71
CLM001814,POL04841,PRG004,TRT008,2026-07-27,Closed,139809.73
CLM001815,POL04473,PRG007,TRT079,2026-06-10,Open,166736.75
CLM001816,POL08413,PRG012,TRT026,2026-01-17,Open,234619.94
CLM001817,POL02890,PRG019,TRT001,2026-08-12,Closed,242225.49
CLM001818,POL09846,PRG024,TRT075,2026-01-25,Closed,152102.42
CLM001819,POL00916,PRG009,TRT058,2026-01-12,Closed,4849.12
CLM001820,POL00123,PRG014,TRT020,2026-06-04,Pending,299134.33
CLM001821,POL07423,PRG020,TRT051,2026-07-07,Pending,248021.27
CLM001822,POL02200,PRG023,TRT066,2026-07-10,Open,128797.5
CLM001823,POL05399,PRG021,TRT048,2026-05-02,Open,263240.93
CLM001824,POL05595,PRG002,TRT068,2026-03-25,Pending,182884.46
CLM001825,POL03602,PRG017,TRT037,2026-02-13,Closed,165387.47
CLM001826,POL03607,PRG016,TRT020,2026-03-26,Closed,230232.49
CLM001827,POL04559,PRG019,TRT063,2026-05-08,Open,28393.01
CLM001828,POL02153,PRG007,TRT058,2026-04-13,Closed,166890.87
CLM001829,POL06637,PRG019,TRT027,2026-05-11,Closed,25660.81
CLM001830,POL01149,PRG004,TRT075,2026-05-03,Pending,144139.33
CLM001831,POL02291,PRG014,TRT020,2026-02-19,Pending,218014.99
CLM001832,POL02271,PRG016,TRT032,2026-06-06,Pending,235255.79
CLM001833,POL00653,PRG003,TRT079,2026-02-01,Open,7158.12
CLM001834,POL09592,PRG016,TRT059,2026-04-29,Open,32717.99
CLM001835,POL08327,PRG005,TRT056,2026-05-10,Closed,97214.69
CLM001836,POL04802,PRG012,TRT001,2026-02-21,Closed,115880.82
CLM001837,POL09387,PRG006,TRT091,2026-05-29,Pending,126863.87
CLM001838,POL01052,PRG024,TRT011,2026-02-25,Open,97273.9
CLM001839,POL06056,PRG009,TRT073,2026-05-18,Open,159826.68
CLM001840,POL07392,PRG015,TRT085,2026-08-04,Pending,36211.99
CLM001841,POL07888,PRG021,TRT073,2026-06-21,Open,272683.11
CLM001842,POL06268,PRG021,TRT066,2026-01-30,Pending,1987.71
CLM001843,POL01769,PRG005,TRT079,2026-08-11,Open,187198.73
CLM001844,POL08880,PRG006,TRT058,2026-06-05,Open,297419.13
CLM001845,POL05853,PRG016,TRT074,2026-03-15,Pending,250426.05
CLM001846,POL02392,PRG010,TRT038,2026-06-16,Closed,100228.16
CLM001847,POL03984,PRG012,TRT055,2026-04-15,Pending,30384.89
CLM001848,POL02012,PRG016,TRT028,2026-05-19,Closed,39309.85
CLM001849,POL08777,PRG002,TRT059,2026-02-28,Open,293095.9
CLM001850,POL03937,PRG018,TRT048,2026-02-01,Pending,238982.64
CLM001851,POL03074,PRG021,TRT071,2026-06-17,Pending,152816.52
CLM001852,POL05711,PRG019,TRT055,2026-08-26,Pending,119480.79
CLM001853,POL04328,PRG014,TRT085,2026-05-01,Pending,181762.43
CLM001854,POL02084,PRG005,TRT078,2026-07-03,Closed,286904.18
CLM001855,POL02540,PRG008,TRT019,2026-08-02,Closed,267444.94
CLM001856,POL07071,PRG003,TRT037,2026-04-15,Pending,219244.7
CLM001857,POL09132,PRG011,TRT082,2026-04-04,Open,18261.62
CLM001858,POL05519,PRG024,TRT037,2026-01-06,Pending,135219.71
CLM001859,POL08211,PRG015,TRT046,2026-05-27,Open,168329.41
CLM001860,POL09072,PRG007,TRT047,2026-02-07,Closed,190612.88
CLM001861,POL05344,PRG014,TRT066,2026-03-26,Open,176945.37
CLM001862,POL01181,PRG001,TRT048,2026-07-24,Pending,257193.74
CLM001863,POL08660,PRG014,TRT039,2026-07-14,Closed,268512.11
CLM001864,POL08710,PRG008,TRT052,2026-03-01,Open,246757.97
CLM001865,POL04050,PRG014,TRT018,2026-07-06,Open,12400.16
CLM001866,POL03452,PRG019,TRT062,2026-07-31,Closed,180842.52
CLM001867,POL05403,PRG011,TRT042,2026-03-08,Closed,243995.65
CLM001868,POL02636,PRG004,TRT024,2026-04-12,Pending,123201.75
CLM001869,POL08689,PRG020,TRT069,2026-08-23,Pending,51531.56
CLM001870,POL01987,PRG001,TRT043,2026-03-15,Closed,285870.72
CLM001871,POL01557,PRG021,TRT046,2026-01-23,Pending,37448.8
CLM001872,POL04631,PRG003,TRT034,2026-06-20,Pending,171274.5
CLM001873,POL03124,PRG020,TRT072,2026-01-06,Pending,153656.4
CLM001874,POL09813,PRG015,TRT094,2026-01-10,Closed,46306.16
CLM001875,POL06955,PRG010,TRT066,2026-02-15,Closed,183291.64
CLM001876,POL05892,PRG016,TRT065,2026-06-29,Open,186131.47
CLM001877,POL08001,PRG007,TRT023,2026-04-23,Pending,172631.77
CLM001878,POL03472,PRG019,TRT043,2026-02-11,Open,207882.32
CLM001879,POL03944,PRG022,TRT082,2026-03-07,Closed,206948.74
CLM001880,POL00053,PRG012,TRT057,2026-01-16,Pending,208661.17
CLM001881,POL02690,PRG017,TRT017,2026-06-14,Closed,4916.32
CLM001882,POL08246,PRG012,TRT098,2026-05-29,Closed,32615.59
CLM001883,POL00175,PRG018,TRT042,2026-05-30,Pending,74607.28
CLM001884,POL00571,PRG020,TRT035,2026-05-11,Pending,36523.56
CLM001885,POL06797,PRG007,TRT066,2026-01-07,Pending,42913.8
CLM001886,POL08730,PRG005,TRT002,2026-07-12,Closed,134836.99
CLM001887,POL04113,PRG024,TRT037,2026-05-21,Pending,166483.29
CLM001888,POL02873,PRG010,TRT032,2026-07-03,Closed,289780.19
CLM001889,POL05730,PRG003,TRT070,2026-08-20,Open,111419.81
CLM001890,POL04344,PRG011,TRT090,2026-08-11,Closed,232218.7
CLM001891,POL07615,PRG016,TRT088,2026-01-31,Pending,131386.04
CLM001892,POL08578,PRG014,TRT060,2026-05-23,Closed,157682.32
CLM001893,POL06806,PRG003,TRT024,2026-02-23,Open,195266.92
CLM001894,POL02336,PRG018,TRT074,2026-05-06,Open,38718.93
CLM001895,POL03876,PRG020,TRT069,2026-01-03,Pending,3801.8
CLM001896,POL02984,PRG019,TRT086,2026-06-07,Pending,86507.64
CLM001897,POL09115,PRG013,TRT042,2026-01-08,Open,295696.65
CLM001898,POL03801,PRG018,TRT094,2026-01-06,Open,174366.99
CLM001899,POL06357,PRG006,TRT073,2026-06-21,Pending,292233.69
CLM001900,POL08166,PRG006,TRT053,2026-01-03,Pending,91763.1
CLM001901,POL04588,PRG001,TRT040,2026-07-17,Closed,136783.77
CLM001902,POL01663,PRG019,TRT042,2026-04-29,Closed,194076.74
CLM001903,POL09761,PRG019,TRT041,2026-02-07,Open,152449.99
CLM001904,POL02669,PRG025,TRT040,2026-07-08,Pending,37745.03
CLM001905,POL04293,PRG005,TRT062,2026-02-14,Pending,143786.69
CLM001906,POL05950,PRG006,TRT089,2026-08-04,Pending,152315.72
CLM001907,POL03869,PRG017,TRT048,2026-02-28,Pending,42913.04
CLM001908,POL09246,PRG007,TRT078,2026-06-27,Closed,22936.74
CLM001909,POL04176,PRG018,TRT097,2026-04-01,Open,169885.8
CLM001910,POL00009,PRG008,TRT018,2026-02-21,Pending,123666.15
